SIG_PROCEDENCIA,DSC_ASSUNTO_COMPLETO,count(ASSUNTO_PROCESSO.SEQ_ASSUNTO_PROCESSO)
***,"DIREITO PREVIDENCIÁRIO | RMI - RENDA MENSAL INICIAL, REAJUSTES E REVISõES ESPECíFICAS | REAJUSTES E REVISõES ESPECíFICOS ",1
***,"DIREITO PREVIDENCIÁRIO | TEMPO DE SERVIçO ",2
***,"DIREITO PROCESSUAL CIVIL E DO TRABALHO |  PARTES E PROCURADORES | LITISCONSóRCIO E ASSISTêNCIA ",3
***,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | ATOS PROCESSUAIS ",55
***,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | ATOS PROCESSUAIS |  PRAZO ",1
***,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | ATOS PROCESSUAIS | NULIDADE ",179
***,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | FORMAçãO, SUSPENSãO E EXTINçãO DO PROCESSO ",1
***,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | FORMAçãO, SUSPENSãO E EXTINçãO DO PROCESSO |  SUSPENSãO DO PROCESSO ",1
***,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | FORMAçãO, SUSPENSãO E EXTINçãO DO PROCESSO | EXTINçãO DO PROCESSO SEM RESOLUçãO DE MéRITO | ADEQUAçãO DA AçãO / PROCEDIMENTO ",1
***,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | FORMAçãO, SUSPENSãO E EXTINçãO DO PROCESSO | EXTINçãO DO PROCESSO SEM RESOLUçãO DE MéRITO | INTERESSE PROCESSUAL ",1
***,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | JURISDIçãO E COMPETêNCIA ",1
***,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | JURISDIçãO E COMPETêNCIA | COMPETêNCIA  ",32
***,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | JURISDIçãO E COMPETêNCIA | COMPETêNCIA  | COMPETêNCIA DA JUSTIçA FEDERAL ",1
***,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | LIQUIDAçãO / CUMPRIMENTO / EXECUçãO DE SENTENçA ",4
***,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | LIQUIDAçãO / CUMPRIMENTO / EXECUçãO DE SENTENçA | EFEITO SUSPENSIVO / IMPUGNAçãO / EMBARGOS à EXECUçãO ",1
***,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | LIQUIDAçãO / CUMPRIMENTO / EXECUçãO DE SENTENçA | VALOR DA EXECUçãO / CáLCULO / ATUALIZAçãO | CORREçãO MONETáRIA ",1
***,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | ÓRGãOS JUDICIáRIOS E AUXILIARES DA JUSTIçA ",2
***,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | ÓRGãOS JUDICIáRIOS E AUXILIARES DA JUSTIçA | DO JUIZ ",26
***,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | ÓRGãOS JUDICIáRIOS E AUXILIARES DA JUSTIçA | DO JUIZ | SUSPEIçãO ",2
***,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | PROCESSO E PROCEDIMENTO ",4
***,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | PROCESSO E PROCEDIMENTO | ANTECIPAçãO DE TUTELA / TUTELA ESPECíFICA ",6
***,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | PROCESSO E PROCEDIMENTO | PROVAS ",57
***,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | RECURSO |  CABIMENTO ",2
***,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | RECURSO | EFEITOS ",5
***,"DIREITO PROCESSUAL CIVIL E DO TRABALHO | RECURSO | PREPARO / DESERçãO ",3
***,"DIREITO PROCESSUAL PENAL",2
***,"DIREITO PROCESSUAL PENAL | AçãO PENAL ",4
***,"DIREITO PROCESSUAL PENAL | AçãO PENAL | EXCESSO DE PRAZO PARA INSTRUçãO / JULGAMENTO ",30
***,"DIREITO PROCESSUAL PENAL | AçãO PENAL | NULIDADE ",393
***,"DIREITO PROCESSUAL PENAL | AçãO PENAL | NULIDADE | AUSêNCIA DE FUNDAMENTAçãO ",6
***,"DIREITO PROCESSUAL PENAL | AçãO PENAL | NULIDADE | CERCEAMENTO DE DEFESA ",30
***,"DIREITO PROCESSUAL PENAL | AçãO PENAL | NULIDADE | QUESITOS ",1
***,"DIREITO PROCESSUAL PENAL | AçãO PENAL | NULIDADE | VíCIO FORMAL DO JULGAMENTO ",35
***,"DIREITO PROCESSUAL PENAL | AçãO PENAL | PRISãO DECORRENTE DE SENTENçA CONDENATóRIA ",5
***,"DIREITO PROCESSUAL PENAL | AçãO PENAL | SUSPENSãO ",7
***,"DIREITO PROCESSUAL PENAL | AçãO PENAL | TRANCAMENTO ",16
***,"DIREITO PROCESSUAL PENAL | COMPETêNCIA ",9
***,"DIREITO PROCESSUAL PENAL | COMPETêNCIA | DESAFORAMENTO ",2
***,"DIREITO PROCESSUAL PENAL | DENúNCIA/QUEIXA ",2
***,"DIREITO PROCESSUAL PENAL | EXECUçãO PENAL | PENA PRIVATIVA DE LIBERDADE ",30
***,"DIREITO PROCESSUAL PENAL | EXECUçãO PENAL | PENA PRIVATIVA DE LIBERDADE | LIVRAMENTO CONDICIONAL ",5
***,"DIREITO PROCESSUAL PENAL | INVESTIGAçãO PENAL ",3
***,"DIREITO PROCESSUAL PENAL | INVESTIGAçãO PENAL | TRANCAMENTO ",2
***,"DIREITO PROCESSUAL PENAL | LIBERDADE PROVISóRIA ",7
***,"DIREITO PROCESSUAL PENAL | PRISãO DOMICILIAR / ESPECIAL ",9
***,"DIREITO PROCESSUAL PENAL | PRISãO EM FLAGRANTE ",2
***,"DIREITO PROCESSUAL PENAL | PRISãO PREVENTIVA ",63
***,"DIREITO PROCESSUAL PENAL | RECURSO ",7
***,"DIREITO TRIBUTÁRIO | CONTRIBUIçõES | CONTRIBUIçõES CORPORATIVAS | CONTRIBUIçãO SINDICAL ",1
***,"DIREITO TRIBUTÁRIO | CONTRIBUIçõES | CONTRIBUIçõES ESPECIAIS | CONTRIBUIçãO SOBRE AçúCAR E ÁLCOOL ",1
***,"DIREITO TRIBUTÁRIO | CONTRIBUIçõES | CONTRIBUIçõES PREVIDENCIáRIAS ",3
***,"DIREITO TRIBUTÁRIO | CONTRIBUIçõES | CONTRIBUIçõES SOCIAIS ",1
***,"DIREITO TRIBUTÁRIO | CRéDITO TRIBUTáRIO | CREDITAMENTO ",1
***,"DIREITO TRIBUTÁRIO | CRéDITO TRIBUTáRIO | FATO GERADOR/INCIDêNCIA ",1
***,"DIREITO TRIBUTÁRIO | CRéDITO TRIBUTáRIO | JUROS/CORREçãO MONETáRIA ",1
***,"DIREITO TRIBUTÁRIO | IMPOSTOS | ICMS/ IMPOSTO SOBRE CIRCULAçãO DE MERCADORIAS ",2
***,"DIREITO TRIBUTÁRIO | IMPOSTOS | IOC/IOF IMPOSTO SOBRE OPERAçõES DE CRéDITO, CâMBIO E SEGURO, OU RELATIVAS A TíTULOS OU VALORES MOBILIáRIOS ",3
***,"DIREITO TRIBUTÁRIO | IMPOSTOS | IRPF/IMPOSTO DE RENDA DE PESSOA FíSICA ",1
***,"DIREITO TRIBUTÁRIO | IMPOSTOS | IRPF/IMPOSTO DE RENDA DE PESSOA FíSICA | INCIDêNCIA SOBRE PROVENTOS DE PREVIDêNCIA PRIVADA ",1
***,"DIREITO TRIBUTÁRIO | IMPOSTOS | IRPJ/IMPOSTO DE RENDA DE PESSOA JURíDICA ",1
***,"DIREITO TRIBUTÁRIO | IMPOSTOS | ITBI - IMPOSTO DE TRANSMISSãO INTERVIVOS DE BENS MóVEIS E IMóVEIS ",1
***,"DIREITO TRIBUTÁRIO | LIMITAçõES AO PODER DE TRIBUTAR | IMUNIDADE  ",1
***,"DIREITO TRIBUTÁRIO | LIMITAçõES AO PODER DE TRIBUTAR | ISENçãO ",2
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | AGENTES POLíTICOS | GOVERNADOR ",1
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | AGENTES POLíTICOS | GOVERNADOR | INDISPONIBILIDADE DE BENS ",1
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | AGENTES POLíTICOS | MAGISTRATURA ",2
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | AGENTES POLíTICOS | MAGISTRATURA | PROCESSO DISCIPLINAR / SINDICâNCIA ",1
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | AGENTES POLíTICOS | MAGISTRATURA | PROMOçãO ",1
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | AGENTES POLíTICOS | MAGISTRATURA | QUINTO CONSTITUCIONAL ",1
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | AGENTES POLíTICOS | MAGISTRATURA | REMUNERAçãO ",4
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | AGENTES POLíTICOS | MINISTéRIO PúBLICO ",4
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | AGENTES POLíTICOS | PARLAMENTARES ",6
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | AGENTES POLíTICOS | PARLAMENTARES | INDISPONIBILIDADE DE BENS ",1
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | AGENTES POLíTICOS | PREFEITO | INDISPONIBILIDADE DE BENS ",1
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ATOS ADMINISTRATIVOS ",4
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ATOS ADMINISTRATIVOS | ATO LESIVO AO PATRIMôNIO ARTíSTICO, ESTéTICO, HISTóRICO OU TURíSTICO ",1
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ATOS ADMINISTRATIVOS | IMPROBIDADE ADMINISTRATIVA ",14
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ATOS ADMINISTRATIVOS | IMPROBIDADE ADMINISTRATIVA | DANO AO ERáRIO ",2
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ATOS ADMINISTRATIVOS | IMPROBIDADE ADMINISTRATIVA | VIOLAçãO AOS PRINCíPIOS ADMINISTRATIVOS ",9
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ATOS ADMINISTRATIVOS | INFRAçãO ADMINISTRATIVA | MULTAS E DEMAIS SANçõES ",3
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ATOS ADMINISTRATIVOS | INQUéRITO / PROCESSO / RECURSO ADMINISTRATIVO ",4
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ATOS ADMINISTRATIVOS | LICENçAS | FUNCIONAMENTO DE COMéRCIO DE DERIVADOS DE PETRóLEO ",1
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ATOS ADMINISTRATIVOS | LICENçAS | REGISTRO / PORTE DE ARMA DE FOGO ",1
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | COMISSãO PARLAMENTAR DE INQUéRITO - CPI | CRIAçãO / INSTALAçãO / PROSSEGUIMENTO / ENCERRAMENTO ",1
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONCURSO PúBLICO / EDITAL ",13
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONCURSO PúBLICO / EDITAL | ANULAçãO E CORREçãO DE PROVAS / QUESTõES ",2
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONCURSO PúBLICO / EDITAL | CLASSIFICAçãO E/OU PRETERIçãO ",1
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONCURSO PúBLICO / EDITAL | CONDIçõES ESPECIAIS PARA PRESTAçãO DE PROVA ",1
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONCURSO PúBLICO / EDITAL | CURSO DE FORMAçãO ",2
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONCURSO PúBLICO / EDITAL | EXAME DE SAúDE E/OU APTIDãO FíSICA ",2
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONCURSO PúBLICO / EDITAL | EXAME PSICOTéCNICO / PSIQUIáTRICO ",1
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONCURSO PúBLICO / EDITAL | INSCRIçãO / DOCUMENTAçãO ",2
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONCURSO PúBLICO / EDITAL | LIMITE DE IDADE ",5
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONCURSO PúBLICO / EDITAL | PROVA DE TíTULOS ",1
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTRATOS ADMINISTRATIVOS ",3
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTRATOS ADMINISTRATIVOS | EXECUçãO CONTRATUAL ",1
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTRATOS ADMINISTRATIVOS | SUSPENSãO ",2
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE ",2
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE | INCONSTITUCIONALIDADE MATERIAL ",5
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE | PROCESSO LEGISLATIVO ",2
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | DíVIDA ATIVA NãO-TRIBUTáRIA | MULTAS E DEMAIS SANçõES ",1
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | DíVIDA PúBLICA MOBILIáRIA | TíTULOS DA DíVIDA AGRáRIA ",1
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | EMPREGADO PúBLICO / TEMPORáRIO ",1
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ENTIDADES ADMINISTRATIVAS / ADMINISTRAçãO PúBLICA ",5
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ENTIDADES ADMINISTRATIVAS / ADMINISTRAçãO PúBLICA | CONSELHOS REGIONAIS DE FISCALIZAçãO PROFISSIONAL E AFINS | EXERCíCIO PROFISSIONAL ",1
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ENTIDADES ADMINISTRATIVAS / ADMINISTRAçãO PúBLICA | CRIAçãO/EXTINçãO/REESTRUTURAçãO DE ORGãOS OU CARGOS PúBLICOS ",1
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ENTIDADES ADMINISTRATIVAS / ADMINISTRAçãO PúBLICA | FGTS/FUNDO DE GARANTIA POR TEMPO DE SERVIçO | ATUALIZAçãO DE CONTA ",16
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ENTIDADES ADMINISTRATIVAS / ADMINISTRAçãO PúBLICA | FGTS/FUNDO DE GARANTIA POR TEMPO DE SERVIçO | LIBERAçãO DE CONTA ",1
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ENTIDADES ADMINISTRATIVAS / ADMINISTRAçãO PúBLICA | INSTITUIçõES FINANCEIRAS ",9
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ENTIDADES ADMINISTRATIVAS / ADMINISTRAçãO PúBLICA | TRIBUNAL DE CONTAS ",2
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | GARANTIAS CONSTITUCIONAIS ",2
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | INTERVENçãO DO ESTADO NA PROPRIEDADE | DESAPROPRIAçãO ",12
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | INTERVENçãO DO ESTADO NA PROPRIEDADE | DESAPROPRIAçãO INDIRETA ",4
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | INTERVENçãO DO ESTADO NA PROPRIEDADE | DESAPROPRIAçãO POR INTERESSE SOCIAL COMUM / L 4.132/1962 ",5
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | INTERVENçãO DO ESTADO NA PROPRIEDADE | DESAPROPRIAçãO POR INTERESSE SOCIAL PARA REFORMA AGRáRIA ",1
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | INTERVENçãO DO ESTADO NA PROPRIEDADE | JUROS COMPENSATóRIOS ",6
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | INTERVENçãO NO DOMíNIO ECONôMICO | EXPURGOS INFLACIONáRIOS / PLANOS ECONôMICOS ",51
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | INTERVENçãO NO DOMíNIO ECONôMICO | PROTEçãO à LIVRE CONCORRêNCIA | ATOS DE CONCENTRAçãO ",1
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | LICITAçõES  ",2
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | LICITAçõES  | CONVêNIO ",3
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | MEIO AMBIENTE ",1
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | MEIO AMBIENTE | UNIDADE DE CONSERVAçãO DA NATUREZA ",1
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | MILITAR | PENSãO ",1
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | MILITAR | PENSãO | CONCESSãO ",2
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | MILITAR | PROCESSO ADMINISTRATIVO DISCIPLINAR / SINDICâNCIA | LICENCIAMENTO / EXCLUSãO ",8
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | MILITAR | REAJUSTE DE REMUNERAçãO, SOLDO, PROVENTOS OU PENSãO ",3
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | MILITAR | REAJUSTE DE REMUNERAçãO, SOLDO, PROVENTOS OU PENSãO | ÍNDICE DE 28,86% LL 8.622/1993 E 8.627/1993 ",4
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | MILITAR | REGIME ",4
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | MILITAR | REGIME | CURSO DE FORMAçãO ",2
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | MILITAR | REGIME | PROMOçãO ",1
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | MILITAR | REGIME | REINTEGRAçãO ",2
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | MILITAR | SISTEMA REMUNERATóRIO E BENEFíCIOS ",2
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | MILITAR | SISTEMA REMUNERATóRIO E BENEFíCIOS | FéRIAS ",1
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | MILITAR | SISTEMA REMUNERATóRIO E BENEFíCIOS | GRATIFICAçõES E ADICIONAIS ",8
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | MILITAR | SISTEMA REMUNERATóRIO E BENEFíCIOS | ISONOMIA ",1
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | MILITAR | SISTEMA REMUNERATóRIO E BENEFíCIOS | ISONOMIA | EXTENSãO DE VANTAGEM AOS INATIVOS ",2
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | MILITAR | SISTEMA REMUNERATóRIO E BENEFíCIOS | RESERVA REMUNERADA ",1
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ORçAMENTO | REPASSE DE DUODéCIMOS ",1
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ORçAMENTO | REPASSE DE VERBAS PúBLICAS ",1
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | RESPONSABILIDADE DA ADMINISTRAçãO ",11
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | RESPONSABILIDADE DA ADMINISTRAçãO | INDENIZAçãO POR DANO MATERIAL ",9
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | RESPONSABILIDADE DA ADMINISTRAçãO | INDENIZAçãO POR DANO MATERIAL | ACIDENTE DE TRâNSITO ",3
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | RESPONSABILIDADE DA ADMINISTRAçãO | INDENIZAçãO POR DANO MORAL ",16
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | RESPONSABILIDADE DA ADMINISTRAçãO | INDENIZAçãO POR DANO MORAL | INSCRIçãO INDEVIDA NO CADIN ",2
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIçOS | CONCESSãO / PERMISSãO / AUTORIZAçãO | ENERGIA ELéTRICA ",1
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIçOS | CONCESSãO / PERMISSãO / AUTORIZAçãO | TELEFONIA ",1
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIçOS | DEFENSORIA PúBLICA ",4
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIçOS | ENSINO SUPERIOR | JUBILAMENTO DE ALUNO ",1
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIçOS | ENSINO SUPERIOR | TRANSFERêNCIA DE ESTUDANTE ",1
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIçOS | SAúDE | REPASSE DE VERBAS DO SUS ",1
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PúBLICO CIVIL ",27
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PúBLICO CIVIL | APOSENTADORIA ",20
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PúBLICO CIVIL | APOSENTADORIA | ESPECIAL ",3
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PúBLICO CIVIL | APOSENTADORIA | INVALIDEZ PERMANENTE ",1
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PúBLICO CIVIL | CATEGORIAS ESPECIAIS DE SERVIDOR PúBLICO ",2
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PúBLICO CIVIL | CATEGORIAS ESPECIAIS DE SERVIDOR PúBLICO | POLICIAIS CIVIS ",14
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PúBLICO CIVIL | CATEGORIAS ESPECIAIS DE SERVIDOR PúBLICO | PROCURADORES DE ÓRGãOS / ENTIDADES PúBLICOS ",5
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PúBLICO CIVIL | CATEGORIAS ESPECIAIS DE SERVIDOR PúBLICO | PROFESSOR ",2
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PúBLICO CIVIL | CATEGORIAS ESPECIAIS DE SERVIDOR PúBLICO | SERVENTUáRIOS DA JUSTIçA ",1
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PúBLICO CIVIL | JORNADA DE TRABALHO ",1
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PúBLICO CIVIL | LICENçAS / AFASTAMENTOS ",1
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PúBLICO CIVIL | PENSãO ",12
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PúBLICO CIVIL | PENSãO | CONCESSãO ",3
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PúBLICO CIVIL | PROCESSO ADMINISTRATIVO DISCIPLINAR OU SINDICâNCIA ",2
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PúBLICO CIVIL | PROCESSO ADMINISTRATIVO DISCIPLINAR OU SINDICâNCIA | DEMISSãO OU EXONERAçãO ",5
AC,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PúBLICO CIVIL | PROCESSO ADMINISTRATIVO DISCIPLINAR OU SINDICâNCIA | SUSPENSãO ",1
